0;10864253.469468424;-53937754.7879212
1;82282193.35313368;-10579923.122079426
2;10628236.8;0.0
3;81587144.0862275;0.0
4;10628236.8;0.0
5;431465.9133981669;216534.0866018331
6;431465.9133981669;216534.0866018331
7;862931.8267963338;433068.1732036662
8;646931.8267963338;217068.17320366623
9;646931.8267963338;217068.17320366623
10;2156795.4803890013;867204.5196109987
11;539198.8700972504;216801.12990274967
12;539198.8700972504;216801.12990274967
13;3235193.220583502;1300806.7794164983
14;646931.8267963338;217068.17320366623
15;646931.8267963338;217068.17320366623
16;6000000;0
17;216000.0;216000.0
18;216000.0;216000.0
19;4961056.87417617;0.5
20;0.5;0.5
21;0.5;0.5
22;0.5;0.5
23;0.5;0.5
24;0.5;0.5
